AA,title,actor,type,role
AdL6,Nine 1/2 Weeks,David Margulin,Und,R:distinguished artist
AdL6,Nine 1/2 Weeks,Cyntia Cruz,Und,R:whore
AdL6,Nine 1/2 Weeks,Raynor Scheine,Und,R:spaced-out flower delivery boy
AdL6,Nine 1/2 Weeks,Olek Krup,Und,"R:ex-husband, takes up with friend"
AdL6,Nine 1/2 Weeks,Dwight West,Und,RU:
AdL5,Flashdance,Jennifer Beale,Und,"R:welder, dancer"
AdL5,Flashdance,Michael Nouri,Und,RU:
AdL5,Flashdance,Lilia Skala,Und,RU:
AdL5,Flashdance,Sunny Johnson,Und,RU:
AdL5,Flashdance,Kyle T. Hefner,Und,RU:
AdL5,Flashdance,Belinda Bauer,Und,RU:
AdL5,Flashdance,Irine Cara,Und,R:singer
AdL10,Fatal Attraction,Michael Douglas,Und,"R:married lawyer, scared, overwhelmed"
AdL10,Fatal Attraction,Glenn Close,UndVmp,"R:determined vamp, book editor"
AdL10,Fatal Attraction,Anne Archer,Und,R:beautiful homebody wife
AdL10,Fatal Attraction,Ellen Hamilton Latzen,Und,R:daughter
AdL10,Fatal Attraction,Stuart Pankin,Und,R:clowning pal
AdL14,Jacob's Ladder,Tim Robbins,Und,R:psychotic veteran
AdL14,Jacob's Ladder,Elizabeth Pena,Und,R:girlfriend
AdL14,Jacob's Ladder,Danny Aiello,Und,R:chiropractor
AdL14,Jacob's Ladder,Patricia Kalember,Und,RU:
AdL16,Indecent Proposal,Woody Harrison,Vic,"R:overextended architect, husband ""David Murphy"""
AdL16,Indecent Proposal,Demi Moore,Lov,"R:beautiful wife, agrees ""Diane Murphy"""
AdL16,Indecent Proposal,Robert Redford,Vil,"R:billionaire, desires Diane, proposes 1MDoll for a night, keeps pursuing Diane ""John Gage"""
AdL16,Indecent Proposal,Tommy Rile,Sdk,"R:billionaire's driver ""Shakleford"""
AdL16,Indecent Proposal,Oliver Platt,Sdk,R:architect's money-conscious lawyer
AdL20,Lolita,Jeremy Irons,Und,"R:pedophile stepfather ""Humbert Humbert"""
AdL20,Lolita,Dominique Swain,Lov,"R:sexy teen ""Lolita"""
AdL20,Lolita,Melanie Griffith,Und,"R:annoying mother, dies ""Charlotte Haze'"
AdL20,Lolita,Frank Langella,Und,"R:sinistelures Loolita away, chased, ""Clare Quilty"""
AdL20,Lolita,Ben Silverstone,Und,"R:young Humbert ""Humbert"""
AdL20,Lolita,Emma GriffithsMalin,Und,"R:young love, dies ""Annabel Leigh"""
AdL20,Lolita,Suzanne Shepherd,Und,R:Miss Pratt
ADr10,The Love-Ins,Richard Todd,Und,"R:hippie professor ""Timothy Leary, assassinated"""
ADr10,The Love-Ins,Susan Oliver,Und,"R:trips, gets pregnant, abandoned"
ADr10,The Love-Ins,James MacArthur,Und,"R:ex-boyfriend, publisher, revenges"
ADr10,The Love-Ins,Joe Pyne,Und,"R:show host ""Joe Pyne"""
ADr10,The Love-Ins,Mark Goddard,Und,RU:
ADr10,The Love-Ins,The Chocolate Watchband,Grp,RU:
ADr10,The Love-Ins,New Age,Grp,RU:
ADT9,Dark Waters,Merle Oberon,Und,RU:
ADT9,Dark Waters,Franchot Tone,Und,RU:
ADT9,Dark Waters,Elisha Cook jr.,Und,RU:
ADT12,Ramrod,Veronica Lake,Und,R:predatory lady rancher
ADT12,Ramrod,Joel McCrae,Und,R:tough foreman
ADT12,Ramrod,Preston Foster,Und,RU:
ADT12,Ramrod,Charles Ruggles,Und,RU:
ADT12,Ramrod,Donald Crisp,Und,RU:
ADT12,Ramrod,Arleen Wheelan,Und,RU:
ADT12,Ramrod,Lloyd Bridges,Und,RU:
T:House of Wax,Vincent Price,Und,"R:scarred museum owner, sculptor",
ADT18,House of Wax,Frank Lovejoy,Und,RU:
ADT18,House of Wax,Phyllis Kirk,Und,R:tourist
ADT18,House of Wax,Charles Buchinsky,Und,RU:
ADT18,House of Wax,Carolyn Jones,Und,RU:
ADv10,Above the Law,Stephen Seagal,Und,R:tough cop
ADv12,Code of Silence,Chuck Norris,Und,RU:
ADv14,The Package,Tommy Lee Jones,Und,RU:
ADv15,Under Siege,Stephen Seagal,Und,R:embittered commander
ADv15,Under Siege,Tommy Lee Jones,Und,"RZ:renegade CIA agent, takes over battleship ""Strannix"""
ADv17,The Fugitive,Jeroen Krabbe,Vil,"R:one-armed murderer ""Charles Nichols"""
ADv17,The Fugitive,Julianne Moore,Und,RU:
ADv22,A Perfect Murder,Michael Douglas,Sus,"R:revenging husband ""Steve Tayylor"""
ADv22,A Perfect Murder,Gwyneth Paltrow,Vic,"R:glamorous, straying rich wife ""Emily"""
ADv22,A Perfect Murder,Viggo Mortensen,Und,"R:hitman, lover ""David Shaw"""
ADv22,A Perfect Murder,David Suchet,Agt,R:detective
ADv22,A Perfect Murder,Sarita Choudhury,Und,R:Emily's friend
ADw5,Maiden and Men,Pauline Bush,Und,RU:
ADw6,Their Hero Son,J.Warren Kerrigan,Und,RZ:no-good son
ADw6,Their Hero Son,Jack Richardson,Und,RZ:thoughtful cowboy
ADw6,Their Hero Son,George Periolat,Und,RU:
ADw17,Robin Hood,Douglas Fairbanks,Her,"R:hero ""Robin Hood"""
ADw17,Robin Hood,Wallace Beery,Rul,"R:king ""Richard the Lionhearted"""
ADw17,Robin Hood,s a,Agn,R:sheriff of Nottingham
ADw17,Robin Hood,s a,Vil,"R:evil prince ""John"""
ADw17,Robin Hood,Alan Hale,Sdk,"R:rogue ""Little John"""
ADw17,Robin Hood,Enid Bennett,Und,"R:maid ""Marian"""
ADw22,TZ:The Iron Mask,Douglas Fairbanks sr,Und,"R:prince, prisoner"
ADw22,The Iron Mask,Walter Abel,Und,R:D'Artagan
ADw22,The Iron Mask,Margot Grahame,Und,R:Milady
ADw22,The Iron Mask,Miles Mander,Rul,R:king
ADw27,Manhandled,Gloria Swanson,Und,RU:
ADw27,Manhandled,Tom Moore,Und,R:inventor boyfriend
ADw27,Manhandled,Frank Morgan,Und,R:rich couturier
ADw27,Manhandled,Lilyan Tashman,Und,RU:
ADw27,Manhandled,Ian Keith,Und,RU:
ADw27,Manhandled,Paul McAllister,Und,RU:
ADw27,Manhandled,Arthur Houseman,Und,RU:
ADw27,Manhandled,Ann Penningtin,Und,RU:
ADw35,Heidi,Shirley Temple,Und,R:orphan
ADw35,Heidi,Jean Hersholt,Und,RU:
ADw35,Heidi,Arthur Treacher,Und,R:crusty grandfather
ADw35,Heidi,Helen Westley,Und,RU:
ADw35,Heidi,Pauline Moore,Und,RU:
ADw35,Heidi,Mary Nash,Und,RU:
ADw35,Heidi,Thomas beck,Und,RU:
ADw35,Heidi,Sidney Blackmer,Und,RU:
ADw35,Heidi,Mady Christians,Und,RU:
ADw35,Heidi,Sig Rumann,Und,RU:
ADw35,Heidi,Marcia Mae,Und,RU:
ADw35,Heidi,Christian Rub,Und,RU:
ADw40,Rebecca of Sunnybrook Farm,Shirley Temple,Und,R:child radio singer
ADw40,Rebecca of Sunnybrook Farm,Randolph Scott,Und,RU:
ADw40,Rebecca of Sunnybrook Farm,Jack Haley,Und,RU:
ADw40,Rebecca of Sunnybrook Farm,Gloria Stuart,Und,R:farming aunt
ADw40,Rebecca of Sunnybrook Farm,Phyllis Brooks,Und,RU:
ADw40,Rebecca of Sunnybrook Farm,Helen Westlet,Und,RU:
ADw40,Rebecca of Sunnybrook Farm,Slim Summerville,Und,RU:
ADw40,Rebecca of Sunnybrook Farm,Bojangles Robinson,Und,RU:
ADw41,Suez,Tyrone Power,Und,R:canal builder
ADw41,Suez,Annabelle,Und,R:empress
ADw41,Suez,Loretta Young,Und,RU:
ADw41,Suez,J. Edward Bromberg,Und,RU:
ADw41,Suez,Joseph Schildkraut,Und,RU:
ADw41,Suez,Henry Stephenson,Und,RU:
ADw41,Suez,Sidney Blackmer,Und,RU:
ADw41,Suez,Maurice Moscovitch,Und,RU:
ADw41,Suez,Sig Rumann,Und,RU:
ADw41,Suez,Nigel Bruce,Und,RU:
ADw41,Suez,Miles Mander,Und,RU:
ADw41,Suez,George Zucco,Und,RU:
ADw41,Suez,Leon Ames,Und,RU:
ADw41,Suez,Rafaela Ottiano,Und,RU:
ADw41,Suez,Brandon Hurst,Und,"R:composer ""Liszt"""
ADw45,The Three Musketeers,Don Ameche,Und,"R:D'Artagan, sings"
ADw45,The Three Musketeers,The Ritz Brothers,Und,"R:fake fighters, sing"
ADw45,The Three Musketeers,Binnie Barnes,Und,"R:girl ""Lady DeWinter"""
ADw45,The Three Musketeers,Joseph Schildkraut,Und,RU:
ADw45,The Three Musketeers,Lionel Atwill,Und,RU:
ADw45,The Three Musketeers,Gloria Stuart,Und,R:Milady
ADw45,The Three Musketeers,Miles Mander,Rul,R:king
ADw52,Around the World,Kay Kyser,Und,R:band leader
ADw52,Around the World,Ish Kabibble,Und,RU:
ADw52,Around the World,Ginny Simms,Und,RU:
ADw52,Around the World,Joan Davis,Und,RU:
ADw52,Around the World,Mischa Auer,Und,RU:
ADw60,Sands of Iwo Jima,John Wayne,Und,"R:sergeant ""Stryker"""
ADw60,Sands of Iwo Jima,John Agar,Und,"R:marine, raises flag"
ADw60,Sands of Iwo Jima,Forrest Tucker,Und,"R:private, raises flag"
ADw60,Sands of Iwo Jima,Artur Franz,Und,"R:corporal, raises flag"
ADw60,Sands of Iwo Jima,Julie Bishop,Und,R:prostitute
ADw60,Sands of Iwo Jima,Wally Cassell,Und,RU:
ADw60,TZ:Sands of Iwo Jima,Richard Jaecker,Und,RU:
ADw60,Sands of Iwo Jima,Richard Webb,Und,RU:
ADw70,Cattle Queen of Montana,Barbara Stanwyk,Her,R:heroic ranch owner
ADw70,Cattle Queen of Montana,Ronald Reagan,Agn,R:undercover govermant agent
ADw70,Cattle Queen of Montana,Gene Evans,Und,RU:
ADw70,Cattle Queen of Montana,Lance Fuller,Und,RU:
ADw70,Cattle Queen of Montana,Anthony Caruso,Und,RU:
ADw70,Cattle Queen of Montana,Jack Elam,Und,RU:
ADw72,Passion,Cornel Wilde,Und,R:revenging Mexican cowboy
ADw72,Passion,Yvonne deCarlo,Und,"R:wife, murdered"
ADw72,Passion,Yvonne deCarlo,Und,R:younger sister of wife
ADw72,Passion,Raymond Burr,Und,RU:
ADw72,Passion,Lon Chaney jr,Und,RU:
ADw72,Passion,Rodolfo Acosta,Und,RU:
ADw72,Passion,John Qualen,Und,RU:
ADw72,Passion,Anthony Caruso,Und,R:terrorist
ADw72,Passion,Frank deKova,Und,RU:
ADw75,Tennessee's Partner,John Payne,Und,R:gambler
ADw75,Tennessee's Partner,Ronald Reagan,Und,R:shooting cowboy
ADw75,Tennessee's Partner,Coleen Gray,Und,R:golddigger
ADw75,Tennessee's Partner,Rhonda Fleming,Und,"R:night-club owner, marries gambler"
ADw75,Tennessee's Partner,Anthony caruso,Und,RU:
ADw75,Tennessee's Partner,Morris Ankrum,Und,RU:
ADw75,Tennessee's Partner,Leo Gordon,Und,RU:
ADw75,Tennessee's Partner,Myron Healey,Und,RU:
ADw75,Tennessee's Partner,Joe Devlin,Und,RU:
ADw75,Tennessee's Partner,John Mansfield,Und,RU:
ADw78,Pearl of the South Pacific,Virginia Mayo,Und,"R:thief, disguised as missionary, stays"
ADw78,Pearl of the South Pacific,Dennis Morgan,Und,"R:thief, converts, stayssr"
ADw78,Pearl of the South Pacific,David Farrar,Und,"R:thief, killed"
ADw78,Pearl of the South Pacific,Murvyn Vye,Und,R:native chief
ADw78,Pearl of the South Pacific,Lance Fuller,Und,RU:
ADw78,Pearl of the South Pacific,Basil Ruysdael,Und,RU:
ADw78,Pearl of the South Pacific,Lisa Montell,Und,R:jealous native girl
ADw80,Slightly Scarlet,Arlene Dahl,Und,R:ex-con sister
ADw80,Slightly Scarlet,Rhonda Fleming,Und,R:dynamic sister
ADw80,Slightly Scarlet,John Payne,Und,R:corrupt mayor
ADw80,Slightly Scarlet,Kent Taylor,Und,R:lover of both sisters
ADx1,De Man Die Zijn Haar Kort Liet Knippen,Senne Roufaer,Psy,"R:teacher, falls for student, fantasizes her confession of a wanton life to Govert, shoots at her, committed ""Govert Miereveld"""
ADx1,De Man Die Zijn Haar Kort Liet Knippen,Beata Tyskiewicz,Und,"R:student, becomes actress, seen later on TV ""Frannny Veen"""
ADx1,De Man Die Zijn Haar Kort Liet Knippen,Luc Phillips,Und,RZ:talkative barber
ADx1,De Man Die Zijn Haar Kort Liet Knippen,s a,Und,"R:previous teacher, Fran's lover ""Rechter"""
ADx1,De Man Die Zijn Haar Kort Liet Knippen,s a,Und,R:coroner
ADx1,De Man Die Zijn Haar Kort Liet Knippen,s a,Und,R:coroner's assistent
ADx11,De Man Die Zijn Haar Kort Liet Knippen,s a,Und,"R:Govert's patient wife ""Corra"""
ADx11,De Man Die Zijn Haar Kort Liet Knippen,s a,Und,"R:Govert's daughter ""Cathy"""
ADx11,De Man Die Zijn Haar Kort Liet Knippen,Arletta Emery,Und,RZ:stiff school secretary
ADx12,"Un Soir, Un Train",Ives Montand,Und,"R:Flemish academic, leaves train, enters sureal world ""Mathias"""
ADx12,"Un Soir, Un Train",Anouk Aimee,Und,"R:costume designer, live-in love, estranged, killed in train wreck ""Anne"""
ADx13,Rendevous at Bray,Mathieu Carriere,Und,"R:pianist, invited by Jaques ""Julien"""
ADx13,Rendevous at Bray,Daniel Delorme,Und,"R:estranged friend ""Jaques"""
ADx13,Rendevous at Bray,Bulle Ogier,Und,R:Jaques' and Julien's former mistress
ADx13,Rendevous at Bray,Anna Karina,Und,R:enigmatic woman alone at Jaques' estate
ADx14,Belle,JeanLuc Bideau,Und,"R:writer ""Mathieu"""
ADx14,Belle,s a,Und,"R:writer's daughter, to be married"
ADx14,Belle,Adriana Bogdan,Und,"R:fantasy woman encountered on train ""Belle"""
ADx14,Belle,s a,Und,"R:Belle's companion, murdered in fantasy"
ADx14,Belle,Daniele Delorme,Und,RZ:wife
ADx25,Met Deric Bouts,s a,Und,R:actor depicting Christ at the last supper
ADx30,Een Vrouw tussen Hond en Wolf,MarieChristine Barrault,Und,"R:Belgium wife ""Lieve"""
ADx30,Een Vrouw tussen Hond en Wolf,Rutger Hauer,Und,"R:husband, French nationalist, collaborator"
ADx30,Een Vrouw tussen Hond en Wolf,Roger vanHool,Und,"R:French-speaking resistance leader, sheltered, Lieve's lover"
ADx37,Benvenuta,Fanny Ardant,Und,"R:fictional beautiful Swedish musician ""Benvenuta"""
ADx37,Benvenuta,Mathieu Carriere,Und,"R:writer, created Benvenuta ""Francois"""
ADx37,Benvenuta,Francoise Fabian,Und,"R:older writer ""Jeanne V."""
ADx37,Benvenuta,Vittorio Gassman,Und,"R:Benvenuta's Neapolitain lover ""Livio"""
ADx39,Babel Opera,s a,Und,"R:filmmaker, stages Don Giovanni in Belgium"
ADx39,Babel Opera,Jaques Sojcher,Und,"RZ:villain ""Don Giovanni"""
ADx39,Babel Opera,Denise Debbaut,Und,RU:
ADx45,L'Oevre au Noir,GianMaria Volonte,Und,"R:alchemist, doctor, denounced, returns ""Zeno Ligre"""
ADz10,Zebrahead,Michael Rappaport,Und,"R:nice Jewish boy, loves Nikki, puerile ""Zack"""
ADz10,Zebrahead,NBushe Wright,Und,"R:beauty ""Nikki"""
ADz10,Zebrahead,DeShonn Castle,Und,"R:rapper, Nikki's cousin ""Dee"""
ADz10,Zebrahead,Paul Butler,Und,"R:Dee's father, resents whites"
ADz10,Zebrahead,Ray Sharkey,Und,"R:Zack's father, insensitive|"
ADz10,Zebrahead,Ron Johnson,Und,"R:Nikki's new love, trouble"
ADz15,Imaginary Crimes,Harvey Keitel,Und,R:bogus mine operator
ADz15,Imaginary Crimes,Fairuza Balk,Und,R:daughter
ADz15,Imaginary Crimes,Elisabeth Moss,Und,R:daughter
ADz15,Imaginary Crimes,Kelly Lynch,Und,R:mother)
AEG25,The Ghost Breaker,Wallace Reid,Und,R:ghost buster
AEG25,The Ghost Breaker,Lila Lee,Und,R:spanish heiress
AEG25,The Ghost Breaker,Walter Heirs,Und,R:black servant
AEG25,The Ghost Breaker,Arthur Edmund Carewe,Und,RU:
AEG25,The Ghost Breaker,J.Farrell MacDonald,Und,RU:
AEG25,The Ghost Breaker,Snitz Edwards,Und,RU:
AEG37,Baby Face,Barbara Stanwyck,Und,R:seductive
AEG37,Baby Face,Nat Pendleton,Und,R:tough
AEG41,Dangerous,Bette Davis,Und,R:mother goddam
AEG41,Dangerous,Franchot Tone,Und,RU:
AEG41,Dangerous,Margaret Lindsay,Und,RU:
AEG41,Dangerous,Alison Skipworth,Und,RU:
AEG41,Dangerous,John Eldridge,Und,RU:
AEG41,Dangerous,Dick Foran,Und,RU:
AEG50,The Gracie Allen Murder Case,Gracie Allen,Und,RU:
AEG50,The Gracie Allen Murder Case,Warren Williams,Und,"R:detective ""Philo Vance"""
AEG50,The Gracie Allen Murder Case,Donald McBride,Und,RU:
AEG50,The Gracie Allen Murder Case,Kent Taylor,Und,RU:
AEG50,The Gracie Allen Murder Case,Ellen drew,Und,RU:
AEG50,The Gracie Allen Murder Case,H.B. Warner,Und,RU:
AEG50,The Gracie Allen Murder Case,Horace MacMahon,Und,RU:
AEG50,The Gracie Allen Murder Case,William Demarest,Und,RU:
AEG60,The Jolson Story,Larry Parks,Und,"R:cantor's son, becomes singer ""Al Jolson"""
AEG60,The Jolson Story,Al Jolson,Voi,"R:singer, voice only"
AEG60,The Jolson Story,William Demarest,Und,"R:mentor, partner, manager"
AEG60,The Jolson Story,Evelyn Keyes,Und,"R:wife, breaks up"
AEG60,The Jolson Story,Ludwig Donath,Und,RU:
AEG60,The Jolson Story,Tamara Shayne,Und,RU:
AEG60,The Jolson Story,Bill Goodwin,Und,RU:
AEG60,The Jolson Story,Scotty Beckett,Und,RU:
AEG60,The Jolson Story,John Alexander,Und,RU:
AEG70,The Eddie Cantor Story,Keefe Brasselle,Und,"R:singer, entertainer ""Eddie Cantor"""
AEG70,The Eddie Cantor Story,Eddie Cantor,"Cam,Voi",R:singer
AEG70,The Eddie Cantor Story,Marllyn Erskine,Und,RU:
AEG70,The Eddie Cantor Story,Aline MacMahon,Und,RU:
AEG70,The Eddie Cantor Story,Arthur Franz,Und,RU:
AEG70,The Eddie Cantor Story,Alex Gerry,Und,RU:
AEG70,The Eddie Cantor Story,Gerald Mohr,Und,RU:
AEG70,The Eddie Cantor Story,William Forrest,Und,"R:impresario ""Zoegfeld"""
AEG70,The Eddie Cantor Story,Will Rogers jr.,Und,"R:entertainer ""Will Rogers"""
AES10,Putting Pants on Philip,Oliver Hardy,Rul,"R:American uncle ""Piedmont"""
AES10,Putting Pants on Philip,Stan Laurel,Inn,"R:Scotish nephew in kilt ""Philip"""
AES10,Putting Pants on Philip,s a,Agn,R:policeman
AES11,It's the Old Army Game,W.C. Fields,Und,RU:
AES11,It's the Old Army Game,Louise Brooks,Und,RU:
AES70,Diamond Jim,Edward Arnold,Und,R:fat millionaire
AES70,Diamond Jim,Jean Arthur,Und,"R:beloved ""Lillian Russell"""
AES70,Diamond Jim,Binnie Barnes,Und,RU:
AES70,Diamond Jim,Cesar Romero,Und,RU:
AES70,Diamond Jim,Eric Blore,Und,RU:
AES80,The Flying Deuces,Oliver Hardy,Und,RU:
AES80,The Flying Deuces,Stan Laurel,Und,RU:
AES80,The Flying Deuces,Jean Parker,Und,RU:
AES80,The Flying Deuces,Reginald Gardiner,Und,RU:
AES85,The Invisible Woman,John Barrymore,Und,R:scientist
AES85,The Invisible Woman,Viriginia Bruce,Und,"R:model, disappears"
AES85,The Invisible Woman,John Howard,Und,R:boyfriend
AES85,The Invisible Woman,Charlie Ruggles,Und,R:butler
AES85,The Invisible Woman,Margaret Hamilton,Und,R:housekeeper
AES85,The Invisible Woman,Thurston Hall,Und,"RZ:inventor, professor"
AES85,The Invisible Woman,Oscar Homolka,Und,R:crook
AES85,The Invisible Woman,Mary Gordon,Und,RU:
AES85,The Invisible Woman,Charles Lane,Und,RZ:playboy
AES85,The Invisible Woman,Ed Brophy,Und,RZ:mean boss
AES85,The Invisible Woman,Maria Montez,Und,R:model
AES85,The Invisible Woman,Shemp Howard,Und,RU:
AES85,The Invisible Woman,Judith Anderson,Und,R:mean lady
AES90,One Night in the Tropics,Allan Jones,Und,RU:
AES90,One Night in the Tropics,Nancy Kelly,Und,R:marries
AES90,One Night in the Tropics,Bud Abbott,Und,RU:
AES90,One Night in the Tropics,Lou Costello,Und,RU:
AES90,One Night in the Tropics,Bob Cummings,Und,RU:
AES90,One Night in the Tropics,Leo Carillo,Und,RU:
AES90,One Night in the Tropics,Peggy Moran,Und,RU:
AES90,One Night in the Tropics,Mary Boland,Und,RU:
AES100,Follow the Boys,George Raft,Und,RU:
AES100,Follow the Boys,Vera Zorina,Und,RU:
AES100,Follow the Boys,Charley Grapwin,Und,RU:
AES100,Follow the Boys,Grace MacDonald,Und,RU:
AES100,Follow the Boys,Charles Butterworth,Und,RU:
AES100,Follow the Boys,George Macready,Und,RU:
AES100,Follow the Boys,Elizabeth Patterson,Und,RU:
AES100,Follow the Boys,Orson Welles,Cam,RU:
AES100,Follow the Boys,Marlene Dietrich,Cam,RU:
AES100,Follow the Boys,Jeanette MacDonald,Cam,RU:
AES100,Follow the Boys,Dinah Shore,Cam,RU:
AES100,Follow the Boys,W.C. Fields,Und,RU:
AES100,Follow the Boys,The Andrews Sisters,Cam,RU:
AES100,Follow the Boys,Sophie Tucker,Cam,RU:
AES100,Follow the Boys,Artur Rubinstein,Cam,RU:
AEy20,Calendar,Atom Egoyan,Und,"R:photographer, visits homeland"
AEy20,Calendar,Arsinee Khanjian,Und,"R:photographer's love, translator, falls for guide"
AEy20,Calendar,Ashot Adamian,Und,R:native guide
AEy22,Exotica,Bruce Greenwood,Und,RU:
AEy22,Exotica,Mia Kirshner,Und,RU:
AEy22,Exotica,Don McKellar,Und,RU:
AEy22,Exotica,Elias Koteas,Und,RU:
AEy25,The Sweet Hereafter,Ian Holm,Und,"R:negligence lawyer ""Mitchell Stephens"""
AEy25,The Sweet Hereafter,Bruce Greenwood,Und,"R:wary mechanic, has lost daughter in crash"
AEy25,The Sweet Hereafter,Caerthan Banks,Und,"R:lawyer's daughter, addict"
AEy25,The Sweet Hereafter,Gabrielle Rose,Und,R:bus driver
AEy25,The Sweet Hereafter,Alberta Watson,Und,R:lawyer's whiney love
AEy25,The Sweet Hereafter,Sarah Polley,Und,R:paralyzed victim
AfA10,Like Water for Chocolate,Lumi Cavazos,Und,"R:passionate, culinary sorceress ""Tita"""
AfA10,Like Water for Chocolate,Marco Leonardo,Und,R:lover
AfA10,Like Water for Chocolate,Regina Torre,Und,R:merciless mother
AfA10,Like Water for Chocolate,s a,Und,"R:older sister, married by love"
AfA10,Like Water for Chocolate,s a,Und,"R:oldest sister, becomes revolutionary ""Gertrudis"""
AfA10,Like Water for Chocolate,s a,Und,"R:doctor, loves Tita selflessly"
AfA10,Like Water for Chocolate,Teodoro Bastida,Und,R:revolutionary
AfA10,Like Water for Chocolate,s a,Und,"R:sister's daughter ""Esperanza"""
AFl10,Threesome,Lara Flynn Boyle,Und,"R:coed assigned to male dorm ""Alex"""
AFl10,Threesome,Stephen Baldwin,Und,"R:student, heterosexual"
AFl10,Threesome,Josh Charles,Und,"R:student, unsure"
AHa10,The Lion in Winter,Katherine Hepburn,Und,"R:loved. leaves ""Eleanor of Acquitaine"""
AHa10,The Lion in Winter,Peter OToole,Und,"R:king ""Henry II"""
AHa10,The Lion in Winter,Anthony Hopkins,Und,"RZ:archbishop ""Becket"""
AHa10,The Lion in Winter,Jane Merrow,Und,RU:
AHa10,The Lion in Winter,John Castle,Und,RU:
AHa10,The Lion in Winter,Nigel Terry,Und,RU:
AHa10,The Lion in Winter,Timothy Dalton,Und,RU:
AGi10,Kadosh,Yael Abecassis,Und,"R:orthodox Jewish woman, seeking freedom"
AGi10,Kadosh,Meitel Barda,Und,"R:sister, seeking freedom"
AHo1,Candystripe Nurses,Candice Rialson,Und,R:manipulative
AHo1,Candystripe Nurses,Maya Rojo,Und,R:savior
AHo1,Candystripe Nurses,Carlos Judd,Und,RZ:robbery suspect
AHo1,Candystripe Nurses,Robin Mattson,Und,"R:nice girl, falls for jock"
AHo1,Candystripe Nurses,John Hudson,Sci,RZ:doctor
AG20,Napoleon,Albert Dieudonne,Und,"R:general, emperor"
AG20,Napoleon,Antonin Artaud,Und,RU:
AG20,Napoleon,Pierre Batcheff,Und,RU:
AG20,Napoleon,Conrad Veidt,Psy,"R:marquis ""deSade"""
AG30,La Fin du Monde,Abel Gance,Und,RU:
AG30,La Fin du Monde,Colette Darfeuil,Und,RU:
AG30,La Fin du Monde,Sylvia Grenade,Und,RU:
AG30,La Fin du Monde,Victor Franceen,Und,RU:
AG40,Napoleon,Albert Dieudonne,Und,"R:general, emperor ""Napoleon"""
AG40,Napoleon,Antonin Artaud,Und,RU:
AG40,Napoleon,Pierre Batcheff,Und,RU:
AG70,Austerlitz,Roland Bartrop,Und,"R:admiral ""Horatio Nelson"""
AGe20,Scampolo,Carmen Boni,Und,"R:dwarf ""Scampolo"""
AGe20,Scampolo,Lia Crithi,Und,"RN:""Andree Bertini"""
AGe20,Scampolo,Hans Junkermann,Und,"R:count ""Bertini"""
AGe20,Scampolo,Max Schreck,Und,RU:
