H,title,year,director,producer,studio,process code,category code,awards
ME300,My Wife's Lodger,1952,D:Elvey,PN:,SU:,prc,Ctxx,aw
MSe10,Dough and Dynamite,1914,D:Mack Sennett,PN:Mack Sennett,St:Keystone,bws,Comd,aw
MSe15,Fatty and Mabel at the San Diego Exposition,1915,D:Mack Sennett,PN:Mack Sennett,St:Keystone,bws,Comd,aw
MSe18,Fatty and Mabel's Simple Life,1915,D:Mack Sennett,PN:Mack Sennett,St:Keystone,bws,Comd,aw
MSt10,Vampyren,1912,D:M.Stiller,PN:,SU:,prc,Ctxx,aw
MSt20,Sir Arne's Treasure,1919,D:M.Stiller,PN:,SU:,prc,Ctxx,aw
MSt30,Erotikon,1920,D:M.Stiller,PN:,St:Svensk Film Industri,bws,"Comd, Dram",H*
MSt40,The Saga of Gosta Berlin,1924,D:M.Stiller,PN:,SU:,,Romt,
MSt50,The Blizzard,1926,D:M.Stiller,PN:,SL:USA,,,
MSt53,The Temptress,1927,D:M.Stiller,PN:,St:MGM,bws,Dram,H*
MSt55,Hotel Imperial,1927,D:M.Stiller,PN:,SU:,prc,CTxx,
MSt60,Street of Sin,1928,D:M.Stiller,PN:,SU:,prc,Ctxx,aw
SiO10,From the Manger to the Cross,1912,D:Olcott,PN:,St:Kalem,bws,Hist,aw
SiO30,Monsieur Beaucaire,1924,D:Olcott,PN:,St:Zokor-Lasky,bws,Hist,aw
VSj1,Tradgardsmastaren,1912,D:Seastrom,PN:,St:Svenska Biografteaten,bws,Dram,aw
VSj3,The Phantom Carriage,1920,D:Seastrom,PN:,SU:,bws,Ctxx,aw
VSj5,He Who gets Slapped,1924,D:Seastrom,PN:,SU:,bws,Ctxx,aw
VSj6,The Scarlet Letter,1926,D:Seastrom,PN:,St:MGM,bws,Dram,aw
VSj7,The Divine Woman,1927,D:Seastrom,PN:,St:MGM,bws,BioP,H*
VSj8,The Wind,1927,D:Seastrom,PN:Lars Hanson,St:MGM,sbw,Dram,H***
Z1210,Within the Law,1912,D:Unknown12,PU:,SU:,prc,CnR,
Z1220,Within the Law,1917,D:Unknown12,PU:,SU:,prc,CnR,
Z1230,Within the Law,1923,D:Unknown12,PU:,SU:,prc,CnR,
ElR10,The Last Days of Pompeii,1913,D:Rodolfo,PN:,St:Ambrosio,bws,Dram,aw
NOx10,Il Cadavere Vivente,1913,D:Oxilia,PN:,St:Savoia,bws,Ctxx,aw
NOx20,Rhapsodia Satanica,1917,D:Oxilia,PN:,St:Cines,bws,Romt,aw
AcG10,"Fedora, or Piu Forte dell'Odio e Amore",1913,D:Gonsalvi,PN:,St:Aquila,bws,DRam,aw
BuG10,Blade O'Grass,1915,D:George,PN:,St:Edison,bws,West,aw
CDM0,California,,1913,D:DeMille,PN:Lasky,SU:,n.a.,Musc
CDM1,The Squaw Man,1913,D:DeMille,PN:Lasky,St:Feature Play,bws,West,aw
CDM3,The Virginian,1914,D:DeMille,PN:Lasky,St:Feature Play,bws,Dram,aw
CDM5,Brewster's Millions,1914,D:DeMille,P:Lasky,St:Feature Play,bws,Dram,aw
CDM6,Rose of the Rancho,1914,D:DeMille,P:Lasky,St:Feature Play,bws,Dram,aw
CDM7,The Ghost Breaker,1914,D:DeMille,P:Lasky,St:Feature Play,bws,Dram,aw
CDM8,Call of the North,1915,D:DeMille,PN:,SU:,prc,CTxx,
CDM9,The Girl of the Golden West,1915,D:DeMille,P:,"St:Feature Play, Paramount",bws,Dram,
CDM10,The Wild Goose Chase,1915,D:DeMille,PN:,SU:,prc,Ctxx,aw
CDM11,The Warrens of Virginia,1915,D:DeMille,PN:,SU:,prc,Ctxx,aw
CDM12,The Arab,1915,D:DeMille,PN:,SU:,prc,Ctxx,aw
CDM13,The Goose Girl,1915,D:DeMille,PN:,SU:,prc,Ctxx,aw
CDM15,Carmen,1915,D:DeMille,PN:,SU:,bws,Dram,
CDM16,Maria Rosa,1915,D:DeMille,PN:,SU:,prc,CTxx,
CDM17,The Captive,1915,D:DeMille,PN:,St:Feature Play,bws,Dram,
CDM18,The Cheat,1915,D:DeMille,PN:,St:Feature Play,bws,Dram,aw
CDM19,The Trail of the Lonesome Pine,1916,D:DeMille,PN:,SU:,prc,Dram,aw
CDM22,"Joan, the Woman",1917,D:DeMille,PN:,SU:,bws,Dram,aw
CDM32,The Squaw Man,1918,D:DeMille,PN:,SU:,bws,West,aw
CDM40,The Affairs of Anatol,1921,D:DeMille,PN:,St:Paramount,bws,Romt,aw
CDM44,Adam's Rib,1923,D:DeMille,PN:,St:MGM,prc,Ctxx,aw
CDM45,The Ten Commandments,1923,D:DeMille,P:DeMille,SU:,bws,Epic,
CDM51,The King of Kings,1927,D:deMille,P:deMille,St:Pathé,sbw,Epic,H**
CDM52,Madame Satan,1930,D:DeMille,PN:,SU:,sbw,,
CDM54,The Godless Girl,1931,D:DeMille,PN:,SU:,sbw,,
CDM55,The Squaw Man,1931,D:DeMille,PN:,St:MGM,bws,Dram,aw
CDM56,The Sign of the Cross,1932,D:DeMille,P:DeMille,St:Paramount,bnw,Epic,H***
CDM59,Cleopatra,1934,D:DeMille,P:deMille,St:Paramount,bnw,Dram,"AAN,H**"
CDM60,The Crusades,1935,D:DeMille,PN:,SU:,prc,Ctxx,aw
CDM64,The Plainsman,1936,D:DeMille,P:Zukor,S:Paramount,bnw,West,
CDM68,The Buccaneer,1938,D:DeMille,PN:,SU:,prc,"Epic, Advt",-H
CDM70,Union Pacific,1939,D:DeMille,P:deMille,St:Paramount,bnw,,H**
CDM73,Union Pacific,1939,D:DeMille,P:deMille,St:Paramount,bnw,,H**
CDM75,Reap the Wild Wind,1942,D:DeMille,PN:,SU:,col,Epic,aw
CDM77,Unconquered,1947,D:DeMille,P:deMille,St:Paramount,Tcol,Epic,H
CDM79,The Greatest Show on Earth,1952,D:DeMille,PN:,St:Paramount,col,Epic,AA
CDM80,The Ten Commandments,1956,D:DeMille,PN:Henry Wilcoxon,St:Paramount,Tcol VsVis,Epic,"AAN, H*"
EGz10,Anthony and Cleopatra,1913,D:Guazzoni,PN:,St:Cines,bws,Dram,aw
GBS10,The Perils of Pauline,1913,D:Seitz,PN:,SU:,sbw,Dram,aw
GBS20,The Fatal Ring,1917,D:Seitz,PN:,SU:,sbw,Dram,aw
GBS30,Velvet Fingers,1921,D:Seitz,PN:,SU:,,Dram,aw
GBS40,The Sky Ranger,1925,D:Seitz,PN:,SU:,,Dram,aw
GBS42,The Vanishing American,1925,D:Seitz,PN:,St:Paramount,bws,Docu,aw
GBS90,The Woman in his Life,1935,D:Seitz,PN:,St:MGM,,Dram,aw
GBS92,The Last of the Mohicans,1936,D:Seitz,PN:Edward Small,St:Reliance,bnw,"Dram,West",H
GBS93,A Family Affair,1936,D:Seitz,PN:,St:MGM,bnw,Dram,H
GBS95,You're Only Young Once,1938,D:Seitz,PN:,St:MGM,bnw,Dram,H
GBS96,Judge Hardy's Children,1938,D:Seitz,PN:,St:MGM,bnw,Dram,H
GBS97,Love Finds Andy Hardy,1938,D:Seitz,PN:,St:MGM,bnw,Dram,H
GBS98,Out West With the Hardys,1938,D:Seitz,PN:,St:MGM,bnw,Dram,H
GBS100,6000 Enemies,1939,D:Seitz,PN:Lucien Hubbard,St:MGM,bnw,Dram,H
GBS102,The Hardys Ride High,1939,D:Seitz,PN:,St:MGM,bnw,Dram,H
GBS103,Judge Hardy and Son,1939,D:Seitz,PN:,St:MGM,bnw,Dram,H
GBS110,Andy Hardy Meets a Debutante,1939,D:Seitz,PN:,St:MGM,bnw,Comd,H
GBS115,Kit Carson,1940,D:Seitz,PN:,St:MGM,bnw,West,aw
GBS120,Sky Murder,1940,D:Seitz,PN:,St:MGM,bnw,Dram,aw
GBS130,Andy Hardy's Private Secretary,1941,D:Seitz,PN:,St:MGM,bnw,Comd,H
GBS132,Life Begins for Andy Hardy,1941,D:Seitz,PN:,St:MGM,bnw,Comd,H
GBS140,China Caravan,1942,D:Seitz,PN:,St:MGM,bnw,Dram,H-
GBS144,The Courtship of Andy Hardy,1942,D:Seitz,PN:,St:MGM,bnw,Comd,H
GBS145,Andy Hardy's Double Life,1942,D:Seitz,PN:,St:MGM,bnw,Comd,H
GBS150,Andy Hardy's Blonde Trouble,1944,D:Seitz,PN:,St:MGM,bnw,Comd,H
BHd10,East Lynne,1913,D:Haldane,P:William George Barker,SU:,bws,Dram,aw
DGP1,Raja Harishchandra,1913,D:Phalke,PN:,SU:,bws,Dram,aw
HBn5,Ivanhoe,1913,D:Brenon,PN:,SU:,bws,Actn,aw
HBn8,Neptune's Daughter,1914,D:Brenon,PN:,St:Universal,bws,Fant,aw
HBn10,The Kreuzer Sonata,1913,D:Brenon,PN:,SU:,bws,Ctxx,aw
HBn12,War Brides,1916,D:Brenon,PN:,SU:,bws,Ctxx,aw
HBn15,The Passing of the Third Floor Back,1918,D:Brenon,PN:,SU:,bws,Ctxx,aw
HBn18,The Sign on the Door,1921,D:Brenon,PN:,SU:,prc,Ctxx,aw
HBn21,The Spanish Dancer,1923,D:Brenon,PN:,SU:,prc,Ctxx,aw
HBn25,Peter Pan,1924,D:Brenon,P:,St:Paramount,bnw,Romt,aw
HBn30,Beau Geste,1926,D:Brenon,P:Brenon,St:Paramount,"bws, col",Actn,H**
HBn40,Beau Ideal,1931,D:Brenon,PN:William leBaron,St:Paramount,bnw,Actn,H
HHS1,The White Goddess of the Wangora,1913,D:Schomburgk,P:Schomburgk,"St:, SD:MPSA",bws,Dram,
HHS3,The Heroes of Paratau,1914,D:Schomburgk,P:Schomburgk,"St:, SD:MPSA",bws,Dram,
HHS6,The Outlaw of the Sudu Mountains,1914,D:Schomburgk,P:Schomburgk,"St:, SD:MPSA",bws,Dram,
HHS8,Odd Man Out,1914,D:Schomburgk,P:Schomburgk,"St:, SD:MPSA",bws,Dram,
HHS9,Deutsche bin Sudan,1914,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS12,Eine Weisse unter Kannibalen,1919,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS13,Ein Abenteurer,1920,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS14,Tropengift,1920,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS15,Goldfieber,1920,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS16,Im Kampf um die Diamantfelder,1921,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS22,Geheimbundrieten der Frauen in Liberia,1923,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS24,Mensch und Tier im Urwald,1924,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS26,Fahrten und Fährten,1926,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS28,Verlorenes Land,1926,D:Schomburgk,P:Schomburgk,SU:,bws,Docu,
HHS36,Das Letzte Paradis,1932,D:Schomburgk,P:Schomburgk,SU:,bw,Docu,
HHS38,Die Wildnis Stribt,1933,D:Schomburgk,P:Schomburgk,SU:,bw,Docu,
HHS48,"Fauen, Masken, und Damönen",1948,D:Schomburgk,P:Schomburgk,SU:,bw,Docu,
HHS50,Abschied von Afrika,1956,D:Schomburgk,P:Schomburgk,SU:,bw,Docu,
PW1,The Student of Prag,1913,D:Wegener,PN:,SU:,prc,Ctxx,aw
PW2,Rübezahls Hochzeit,1916,D:Wegener,PN:,SU:,prc,Ctxx,aw
PW3,Der Rattenfänger von Hameln,1918,D:Wegener,PN:,SU:,prc,Ctxx,aw
PW4,Der Golem,1920,D:Wegener,PN:,St:UFA,sbw,Ctxx,aw
Z4210,Tarzan the Ape Man,1913,D:Unknown42,PN:,SU:,bws,Advt,aw
Z4215,Romance of Tarzan,1918,D:Unknown42,PN:,SU:,bws,Advt,aw
Z4220,Return of Tarzan,1920,D:Unknown42,PN:,SU:,bws,Advt,aw
Z4222,Son of Tarzan,1920,D:Unknown42,PN:,SU:,bws,Advt,aw
Z4225,Adventures of Tarzan,1921,D:Unknown42,PN:,SU:,bws,Advt,aw
Z4230,Tarzan and the Golden Lion,1927,D:Unknown42,PN:,SU:,bws,Advt,aw
Z4240,Tarzan the Mighty,1928,D:Unknown42,PN:,SU:,bws,Advt,aw
ADA10,The Memory of the Other,1914,D:DegliAbbati,PN:,St:Aristica Gloria,bws,Comd,aw
AK1,The Duped Journalist,1914,D:A.Korda,PN:,St:Hungary,prc,Ctxx,aw
AK19,The Man with the Golden Touch,1918,D:A.Korda,PN:,SU:,prc,Ctxx,aw
AK26,The Prince and the Pauper,1920,D:A.Korda,PN:,SU:,prc,Ctxx,aw
AK40,The Private Life of Helen of Troy,1927,D:A.Korda,PN:,SL:USA,,,
AK45,Her Private Life,1929,D:A.Korda,PN:,SL:USA,prc,Ctxx,aw
AK49,The Princess and the Plumber,1931,D:A.Korda,PN:,SL:USA,,,
AK50,Marius,1931,D:A.Korda,PN:,St:Paris,,Dram,
AK57,The Private Life of Henry VIII,1933,D:A.Korda,P:A.Korda,St:England,,,
AK58,The Girl from Maxim's,1933,D:A.Korda,P:A.Korda,St:England,prc,Ctxx,aw
AK59,The Private Life of Don Juan,1934,D:A.Korda,P:A.Korda,St:England,prc,Dram,aw
AK78,Rembrandt,1936,D:A.Korda,P:A.Korda,St:London Films,prc,Ctxx,aw
AK90,That Hamilton Woman,1941,D:A.Korda,P:,"St:London Films, Goldwyn",bnw,"Romt,BioP",[47]
CC1,Making A Living,1914,D:Chaplin,PN:,SU:,bws,Dram,aw
CC43,The Tramp,1915,D:Chaplin,P:,St:Mutual,bws,Dram,H*
CC50,Shangheid,1916,D:Chaplin,PN:,SU:,,Comd,
CC52,A Night at the Show,1916,D:Chaplin,PN:,SU:,,Comd,
CC62,The Immigrant,1917,D:Chaplin,P:,St:Mutual,bws,Comd,
CC64,The Adventurer,1917,D:Chaplin,PN:,St:Mutual,bnw,,H***
CC66,A Dog's Life,1918,D:Chaplin,P:Chaplin,St:First National,bws,Comd,H*
CC68,Shoulder Arms,1918,D:Chaplin,P:Chaplin,St:First National,bws,Dram,
CC70,The Kid,1920,D:Chaplin,P:Chaplin,St:First National,bws,Dram,H***
CC72,Shoulder Arms,1922,D:Chaplin,P:Chaplin,St:First National,bws,Dram,
CC73,The Gold Rush,1925,D:Chaplin,P:Chaplin,SU:,bws,Dram,"NFR, H***"
CC75,The Circus,1927,D:Chaplin,P:Chaplin,St:U.A.,sbw,Comd,"AAN, H*"
CC76,City Lights,1931,D:Chaplin,P:Chaplin,St:U.A.,sbw,,"H***, CC#10"
CC77,Modern Times,1936,D:Chaplin,P:Chaplin,SL:USA,bnw,,H***
CC78,The Great Dictator,1940,D:Chaplin,P:Chaplin,St:U.A.,bnw,Comd,"F48, H**, AAN"
CC79,The Gold Rush,1942,D:Chaplin,P:Chaplin,St:Republic,bnw,,"F25, H***"
CC80,Monsieur Verdoux,1947,D:Chaplin,P:Chaplin,SU:,prc,Comd,aw
CC80,Limelight,1952,D:Chaplin,PN:,SU:,prc,Dram,aw
CC82,A King in New York,1957,D:Chaplin,PN:,St:England,prc,Ctxx,aw
CC83.,A Countess from HongKong,1966,D:Chaplin,PN:,St:England,prc,Ctxx,aw
CGl10,La donna nuda,1914,D:Gallone,PN:,St:Cines,bws,Comd,aw
CGl25,Malombra,1917,D:Gallone,PN:,St:Cines,bws,Ctxx,aw
CGl35,Maman poupee,1920,D:Gallone,PN:,St:Olympus,bws,Ctxx,aw
CGl42,Fabiola,1923,D:Gallone,PN:,SU:,prc,Epic,aw
CGl44,Mesalina,1924,D:,P:Gallone,SU:,prc,Epic,aw
CGl46,Quo Vadis,1925,D:Gallone,PN:,SU:,prc,Epic,aw
CGl48,The Last Days of Pompeii,1926,D:Gallone,PN:,St:S.A. Grandi,prc,Epic,aw
CGl55,Pawns of Passion,1928,D:Gallone,P:Gallone,SU:,prc,Ctxx,aw
CGl70,Madame Butterfly,1939,D:Gallone,PN:,SU:,prc,Ctxx,aw
CGl75,Manon Lescaut,1940,D:Gallone,PN:,SU:,prc,Ctxx,aw
CGl85,La Traviata,1947,D:Gallone,PN:,SU:,prc,Ctxx,aw
CGl90,Faust and the Devil,1949,D:Gallone,PN:,SU:,prc,Ctxx,aw
CGl95,La Forza del Destino,1951,D:Gallone,PN:,SU:,prc,Ctxx,aw
CGl103,Tosca,1956,D:Gallone,PN:,SU:,prc,Ctxx,aw
CGl107,Michel Strogoff,1959,D:Gallone,PN:,SU:,prc,Ctxx,aw
CGl109,Cathage in Flames,1959,D:Gallone,PN:,SU:,prc,Ctxx,aw
CGl115,Carmen di Travestere,1962,D:Gallone,PN:,SU:,prc,Dram,aw
CoC10,The Spoilers,1914,D:C.Campbell,P:Selig,SU:,sbw,,
CWl10,Der Stolz der Firma,1914,D:Wilhelm,PN:,St:Union,bws,Comd,aw
ECs10,In The Land of the War Canoes,1914,D:E.Curtis,PN:,SU:,bws,"Docu,Dram",aw
El9,Schuhpalast Pinkus,1915,D:Lubitsch,PN:,St:Union,bws,Comd,aw
El13,Wenn Vier Dasselbe Tun,1917,D:Lubitsch,PN:,St:Union,bws,Comd,aw
El15,Ein Fideles Gefängnis,1918,D:Lubitsch,PN:,St:Union,bws,Comd,aw
EL19,Die Augen der Mumie Ma,1918,D:Lubitsch,PN:,St:Union SD:UFA,bws,Dram,aw
EL21,Gipsy Blood,1918,D:Lubitsch,PN:,St:UFA,bws,Dram,aw
EL28,Meyer in Berlin,1919,D:Lubitsch,P:,SU:,bws,Comd,
EL29,Die Austernprinzessin,1919,D:Lubitsch,P:,St:Union SD:UFA,bws,Dram,
EL31,Madame Dubarry,1919,D:Lubitsch,P:,St:Union SD:UFA,bws,Dram,H**
EL32,Die Puppe,1919,D:Lubitsch,PN:,St:Union SD:UFA,bws,Ctxx,aw
EL33,Romeo und Julia im Schnee,1920,D:Lubitsch,PN:,St:Meester Film,bws,Comd,aw
EL34,Kohliesel's Töchter,1920,D:Lubitsch,PN:,St:Meester Film,bws,Comd,aw
El35,Ich Möchte Kein Mann Sein,1920,D:Lubitsch,PN:,St:Union SD:UFA,bws,Comd,aw
EL36,Sumurun,1920,D:Lubitsch,PN:,St:Union SD:UFA,bws,Dram,aw
EL37,Anna Boleyn,1920,D:Lubitsch,PN:,"St:Union, Meester, SD:UFA, Paramount",bws,Dram,aw
EL38,Die Bergkatze,1921,D:Lubitsch,P:,St:Union SD:UFA,bws,Dram,
EL39,Das Weib des Pharao,1922,D:Lubitsch,PN:,St:Lubitsch Film SD:UFA,bws,Dram,aw
EL40,Die Flamme,1923,D:Lubitsch,P:Lubitsch,"St:Lubitsch Film, EFA SD:UFA",bws,Dram,aw
EL41,Rosita,1923,D:Lubitsch,PN:,St:US,prc,Ctxx,aw
EL42,The Marriage Circle,1924,D:Lubitsch,PN:,St:Warners,bws,Romt,H**
EL44,Forbidden Paradise,1924,D:Lubitsch,PN:,St:Paramount,bws,"Romt,BioP",
EL46,Lady Windermere's Fan,1925,D:Lubitsch,PN:,SU:,bnw,Comd,
EL48,The Student Prince,1927,D:Lubitsch,P:,St:MGM,bws,Romt,aw
EL49,The Patriot,1928,D:Lubitsch,PN:,SU:,prc,Ctxx,
EL51,The Love Parade,1929,D:Lubitsch,"P:Zukor, Lasky",St:Paramount,bnw,,"H**, AAN, AAN dir"
EL52,Paramount on Parade,1930,D:Lubitsch,PN:,St:Paramount,,Musc,
EL53,Monte Carlo,1930,D:Lubitsch,PN:,St:Paramount,bnw,Musc,
EL54,The Smiling Luitenant,1931,D:Lubitsch,PN:,St:Paramount,,Musc,
EL55,The Man I Killed,1932,D:Lubitsch,PN:,St:Paramount,bnw,,
EL56,One Hour With You,1932,D:Lubitsch,PN:,St:Paramount,bnw,"Romt,Musc",
EL57,Trouble in Paradise,1932,D:Lubitsch,P:Lubitsch,St:Paramount,bnw,Romt,H****
EL58,If I had a Million,1932,D:Lubitsch,PN:,St:Paramount,col,Ctxx,aw
EL60,Design For Living,1933,D:Lubitsch,PN:,St:Paramount,bnw,,
EL61,The Merry Widow,1934,D:Lubitsch,PN:,St:MGM,bnw,Musc,
EL62,Angel,1937,D:Lubitsch,PN:,St:Paramount,,,
EL63,Bluebeard's Eighth Wife,1938,D:Lubitsch,PN:,St:Paramount,,Comd,
EL64,Ninotchka,1939,D:Lubitsch,P:Lubitsch,St:MGM,bnw,Romt,"H***, AAN"
EL65,The Shop around the Corner,1940,D:Lubitsch,P:Lubitsch,St:MGM,bnw,Romt,"F53, H**"
EL67,To Be or Not To Be,1942,D:Lubitsch,P:A.Korda,St:U.A.,bnw,Comd,"F20,"
EL68,Heaven Can Wait,1943,D:Lubitsch,P:Lubitsch,St:Fox,Tcol,Romt,"AAN, AAN dir,H***"
EL69,Cluny Brown,1946,D:Lubitsch,PN:,St:Fox,bnw,Romt,
PFo10,Cabiria,1914,D:Fosco,PN:,St:Itala,bws?,"Dram,Epic,Actn",aw
PFo15,Il Fuoco,1915,D:Fosco,PN:,St:Itala,"bws, cld",Dram,aw
PFo20,Tigre Reale,1916,D:Fosco,PN:,St:Itala,bws,Dram,aw
PFo25,Hedda Gabler,1919,D:Fosco,PN:,St:Itala,bws,Dram,aw
ReB8,The Italian,1914,D:R.Barker,P:Th.Ince,St:New York,bws,Dram,aw
ReB10,The Typhoon,1914,D:R.Barker,P:Th.Ince,St:New York,bws,Dram,aw
ASa14,Bluebeard's Seven Wives,1926,D:Santell,PN:,SU:,,Dram,aw
ASa29,The Sea Wolf,1930,D:Santell,PN:,SU:,,Dram,aw
ASa30,Body and Soul,1931,D:Santell,PN:,SU:,,Dram,H
ASa31,Daddy Long Legs,1931,D:Santell,PN:,St:Fox,"bnw, cld",Romt,H*
ASa34,Rebecca of Sunnybrook Farm,1932,D:Santell,P:,St:Fox,bnw,Dram,H
ASa39,People Will Talk,1935,D:Santell,PN:,SU:,bnw,Comd,H
ASa41,Winterset,1936,D:Santell,PN:,SU:,,Dram,aw
ASa47,Our Leading Citizen,1939,D:Santell,PN:,SU:,,Dram,aw
ASa49,Betond the Blue Horizon,1942,D:Santell,PN:,SU:,,Dram,aw
ASa50,Jack London,1943,D:Santell,PN:,SU:,,BioP,aw
ASa51,The Hairy Ape,1944,D:Santell,PN:,SU:,,Dram,aw
ECa10,The Final Judgement,1915,D:Carewe,PN:,SU:,prc,Ctxx,aw
ECa20,The trail to Yesterday,1918,D:Carewe,PN:,SU:,prc,Ctxx,aw
ECa30,Rio Grande,1920,D:Carewe,PN:,SU:,prc,Ctxx,aw
ECa40,San of the Sahara,1924,D:Carewe,PN:,SU:,prc,Ctxx,aw
ECa50,Resurrection,1927,D:Carewe,PN:,SU:,prc,Ctxx,aw
ECa55,Ramona,1928,D:Carewe,PN:,SU:,prc,Ctxx,aw
ECa60,Evangeline,1929,D:Carewe,PN:,SU:,prc,Ctxx,aw
ECa62,The Girl of the Golden West,1929,D:Carewe,PN:,St:First National,bws,Dram,
ECa64,New Moon,1930,D:Carewe,PN:,SU:,,Musc,
ECa65,The Spoilers,1930,D:Carewe,PN:Lloyd Sheldon,St:Paramount,bnw,Advt,H*
ECa75,Are We Civilized?,1934,D:Carewe,PN:,SU:,prc,Ctxx,aw
GD1,Les Soeurs Ennemies,1915,D:Dulac,PN:,St:Delia,sbw,Ctxx,
GD2,Geo le Mysterieux,1916,D:Dulac,PN:,St:Delia,sbw,Ctxx,
GD3,Venus Victrix,1916,D:Dulac,PN:,St:Delia,sbw,Ctxx,
GD7,La Fete Espanole,1919,D:Dulac,PN:,SU:,sbw,Ctxx,
GD10,La Belle Dame Sans Merci,1920,D:Dulac,PN:,St:Delia,sbw,Ctxx,
GD13,La Souriante Madame Beudet,1923,D:Dulac,PN:,St:Delia,sbw,Ctxx,
GD19,La Coquille et le Clergyman,1926,D:Dulac,PN:,SU:,sbw,Surr,
GMf20,Tennessee's Pardner,1915,D:Melford,PN:,St:Feature Play,bws,Romt,aw
GMf21,Gentleman of Leisure,1915,D:Melford,PN:,St:Feature Play,bws,Dram,aw
GMf40,Pettigrew's Girl,1919,D:Melford,PN:,St:Paramount,bws,Romt,aw
GMf50,The Sheik,1921,D:Melford,P:Lasky,St:Paramount,bws,Romt,aw
GMf60,Dracula,1931,D:Melford,PN:Lasky,St:MCA,bnw,Horr,aw
GMf70,The Light That Failed,1940,D:Melford,P:,St:Paramount,bws,Dram,
GuS10,Assunta Spina,1915,D:Serena,PN:,St:Ceasar,bws,Dram,aw
GuS12,The Woman of the Camelias,1915,D:Serena,PN:,St:Ceasar,bws,Dram,aw
IGA30,The Little Red Schoolhouse,1923,D:Adolfi,PN:,SU:,prc,Ctxx,
IGA40,The Phantom Express,1925,D:Adolfi,PN:,SU:,prc,Ctxx,
IGA50,Alexander Hamilton,1931,D:Adolfi,PN:,St:Warners,bnw,BioP,H
IGA60,The Man Who Played God,1932,D:Adolfi,PN:,SU:,prc,Ctxx,
IGA70,Voltaire,1933,D:Adolfi,PN:,SU:,prc,BioP,
JGE10,Joyous Troublemakers,1920,D:G Edwards,PU:,SU:,bws,Comd,aw
JGE18,Nero,1922,D:G Edwards,PU:,SU:,bws,Hist,aw
JGE20,Queen of Sheba,1922,D:G.Edwards,PU:,SU:,prc,Epic,
JGE25,It's the Law,1924,D:G Edwards,PU:,SU:,bws,Dram,aw
JMa30,Asphalt,1929,D:J.May,PN:,St:UFA,bnw,Dram,
JMa50,Music in the Air,1934,D:J.May,PN:,St:US,prc,Ctxx,aw
JMa60,The House of Seven Gables,1940,D:J.May,PN:Burt Kelly,St:Universal,bnw,,H
JMa70,Johnny Doen't Live Here Any More,1944,D:J.May,PN:,St:US,prc,Ctxx,aw
LaW10,The Corporal's Daughter,1915,D:L.West,PN:,St:Thomas Edison,bws,Comd,aw
LFl30,Les Vampires,1915,D:Feuillade,PN:,St:Gaumont,prc,Horr,aw
LFl50,Fantomas,1916,D:Feuillade,PN:,St:Gaumont,prc,Crim,aw
LFl70,Judex,1917,D:Feuillade,PN:,St:Gaumont,pws,CnR,aw
RaW2,The Thief of Bagdad,1924,D:Walsh,P:Fairbanks sr,SU:,sbw,Advt,H***
RaW13,What Price Glory,1926,D:Walsh,PN:,SU:,bnw,,
RaW20,The Loves of Carmen,1927,D:Walsh,PN:,SU:,bws,Comd,
RaW24,Sadie Thompson,1928,D:Walsh,PN:,SU:,bws,,
RaW40,The Man Who Came Back,1930,D:Walsh,PN:,St:Fox,bnw,,
RaW41,The Big Trail,1930,D:Walsh,PN:,SU:,bnw,Ctxx,aw
RaW44,The Yellow Ticket,1931,D:Walsh,PN:,SU:,bnw,Ctxx,aw
RaW47,The Bowery,1933,D:Walsh,PN:Darryl F. Zanuck,St:20th Cent.,bnw,Dram,H***
RaW59,The Roaring Twenties,1939,D:Walsh,PN:Hal B. Wallis,St:Warners,bnw,"Advt,BioP,Musc",H***
RaW60,St. Louis Blues,1939,D:Walsh,PN:,SU:,bnw,Musc,
RaW61,They Drive by Night,1940,D:Walsh,PN:,St:Warners,bnw,,
RaW62,High Sierra,1941,D:Walsh,PN:,SU:,bnw,CnR,aw
RaW63,They Died With Their Boots On,1941,D:Walsh,PN:Robert Fellows,St:Warners,bnw,BioP,H**
RaW64,The Strawberry Blonde,1941,D:Walsh,PN:William Cagney,St:Warners,bnw,Romt,H**
RaW65,Manpower,1941,D:Walsh,PN:,St:Warners,bnw,Ctxx,aw
RaW66,Desperate Journey,1942,D:Walsh,P:Wallis,St:Warners,bnw,Advt,H**
RaW67,Northern Pursuit,1943,D:Walsh,PN:,SU:,prc,Ctxx,aw
RaW70,Objective Burma,1945,D:Walsh,PN:,SU:,bnw,,
RaW72,The Man I Love,1946,D:Walsh,PN:Arnold Albert,St:Warners,bnw,Dram,H
RaW73,One Sunday Afternoon,1949,D:Walsh,PN:Jerry Wald,St:Warners,Tcol,Musc,H
